Date,Open,High,Low,Close,Adj Close,Volume
2012-07-17,3.160000,3.177500,3.040000,3.092500,2.841651,44747600
2012-07-18,3.085000,3.310000,3.070000,3.265000,3.000159,61600800
2012-07-19,3.287500,3.340000,3.265000,3.297500,3.030024,40303600
2012-07-20,3.277500,3.300000,3.167500,3.202500,2.942729,45100000
2012-07-23,3.117500,3.267500,3.082500,3.245000,2.981781,45158400
2012-07-24,3.250000,3.270000,3.172500,3.210000,2.949621,35116400
2012-07-25,3.200000,3.305000,3.185000,3.272500,3.007051,41504400
2012-07-26,3.332500,3.370000,3.262500,3.287500,3.020834,33844000
2012-07-27,3.300000,3.380000,3.275000,3.370000,3.096642,37651600
2012-07-30,3.370000,3.412500,3.305000,3.332500,3.062184,36355200
2012-07-31,3.332500,3.432500,3.327500,3.385000,3.110426,38778800
2012-08-01,3.405000,3.437500,3.332500,3.347500,3.075967,33591200
2012-08-02,3.330000,3.410000,3.275000,3.360000,3.087452,36791200
2012-08-03,3.412500,3.465000,3.332500,3.430000,3.151776,32654800
2012-08-06,3.462500,3.520000,3.457500,3.502500,3.218395,36032400
2012-08-07,3.545000,3.575000,3.517500,3.537500,3.250556,40734000
2012-08-08,3.535000,3.595000,3.525000,3.557500,3.268933,51706400
2012-08-09,3.562500,3.685000,3.557500,3.677500,3.379199,82230000
2012-08-10,3.775000,3.805000,3.607500,3.655000,3.358524,127874400
2012-08-13,3.660000,3.705000,3.645000,3.702500,3.402171,44724400
2012-08-14,3.715000,3.720000,3.632500,3.647500,3.351632,38882800
2012-08-15,3.660000,3.690000,3.602500,3.620000,3.326363,59440400
2012-08-16,3.652500,3.707500,3.640000,3.695000,3.395280,37100800
2012-08-17,3.695000,3.695000,3.630000,3.662500,3.365416,30986400
2012-08-20,3.650000,3.667500,3.607500,3.662500,3.365416,31439200
2012-08-21,3.675000,3.697500,3.615000,3.652500,3.356227,34024800
2012-08-22,3.630000,3.675000,3.617500,3.660000,3.363119,31355600
2012-08-23,3.652500,3.655000,3.562500,3.577500,3.287311,37904000
2012-08-24,3.577500,3.667500,3.570000,3.650000,3.353930,34772400
2012-08-27,3.647500,3.657500,3.585000,3.587500,3.296499,34094400
2012-08-28,3.560000,3.607500,3.552500,3.572500,3.282717,31076400
2012-08-29,3.570000,3.602500,3.562500,3.580000,3.289608,25041200
2012-08-30,3.572500,3.585000,3.495000,3.512500,3.227583,30748800
2012-08-31,3.537500,3.562500,3.472500,3.507500,3.222988,48506400
2012-09-04,3.450000,3.462500,3.287500,3.320000,3.050697,69445200
2012-09-05,3.332500,3.380000,3.295000,3.330000,3.059887,48025600
2012-09-06,3.355000,3.522500,3.352500,3.432500,3.154072,65729600
2012-09-07,3.345000,3.372500,3.237500,3.350000,3.078264,78106400
2012-09-10,3.342500,3.390000,3.312500,3.320000,3.050697,37110800
2012-09-11,3.317500,3.412500,3.305000,3.360000,3.087452,38280800
2012-09-12,3.387500,3.415000,3.355000,3.397500,3.121912,32260800
2012-09-13,3.427500,3.440000,3.355000,3.420000,3.142587,43383600
2012-09-14,3.417500,3.520000,3.417500,3.460000,3.179342,33946800
2012-09-17,3.467500,3.467500,3.327500,3.365000,3.092048,49334800
2012-09-18,3.327500,3.427500,3.325000,3.387500,3.112723,35995200
2012-09-19,3.395000,3.475000,3.355000,3.427500,3.149479,45193600
2012-09-20,3.420000,3.437500,3.375000,3.402500,3.126505,32059600
2012-09-21,3.407500,3.437500,3.395000,3.417500,3.140290,34013600
2012-09-24,3.362500,3.420000,3.357500,3.415000,3.137993,35783200
2012-09-25,3.460000,3.475000,3.347500,3.352500,3.080562,48154400
2012-09-26,3.340000,3.342500,3.255000,3.295000,3.027725,43681200
2012-09-27,3.302500,3.325000,3.275000,3.320000,3.050697,55888800
2012-09-28,3.305000,3.382500,3.262500,3.335000,3.064481,48550800
2012-10-01,3.350000,3.370000,3.267500,3.280000,3.013943,50423600
2012-10-02,3.302500,3.302500,3.255000,3.292500,3.025428,29549200
2012-10-03,3.300000,3.310000,3.242500,3.260000,2.995565,43087200
2012-10-04,3.267500,3.425000,3.250000,3.405000,3.128803,50260800
2012-10-05,3.415000,3.450000,3.312500,3.325000,3.055292,48306800
2012-10-08,3.312500,3.327500,3.267500,3.292500,3.025428,24059600
2012-10-09,3.287500,3.297500,3.212500,3.222500,2.961106,36636000
2012-10-10,3.207500,3.222500,3.155000,3.167500,2.910568,32656800
2012-10-11,3.197500,3.207500,3.160000,3.185000,2.926649,32051600
2012-10-12,3.162500,3.187500,3.137500,3.157500,2.901379,26069600
2012-10-15,3.162500,3.200000,3.125000,3.197500,2.938134,24958000
2012-10-16,3.225000,3.300000,3.195000,3.290000,3.023132,36769600
2012-10-17,3.250000,3.280000,3.217500,3.265000,3.000159,39175200
2012-10-18,3.257500,3.257500,3.202500,3.215000,2.954214,25477200
2012-10-19,3.167500,3.190000,3.010000,3.027500,2.781924,70941200
2012-10-22,3.040000,3.057500,2.967500,2.992500,2.749763,48084000
2012-10-23,2.965000,3.102500,2.957500,3.082500,2.832462,57394800
2012-10-24,3.102500,3.115000,3.012500,3.042500,2.795708,33291600
2012-10-25,3.067500,3.100000,3.032500,3.045000,2.798005,30735600
2012-10-26,3.050000,3.067500,3.012500,3.012500,2.768141,38937600
2012-10-31,3.025000,3.050000,2.987500,2.995000,2.752060,34711200
2012-11-01,3.010000,3.140000,3.007500,3.137500,2.883001,47322000
2012-11-02,3.170000,3.175000,3.102500,3.122500,2.869219,25670000
2012-11-05,3.115000,3.267500,3.115000,3.255000,2.990971,44484000
2012-11-06,3.262500,3.262500,3.197500,3.252500,2.988673,35080400
2012-11-07,3.227500,3.247500,3.137500,3.152500,2.896785,32462000
2012-11-08,3.187500,3.270000,3.162500,3.170000,2.912865,83902400
2012-11-09,3.187500,3.225000,3.037500,3.047500,2.800302,84628000
2012-11-12,3.052500,3.065000,2.950000,2.980000,2.738277,64362400
2012-11-13,2.965000,3.032500,2.955000,2.957500,2.717602,49212000
2012-11-14,2.975000,3.005000,2.882500,2.885000,2.650983,61930000
2012-11-15,2.902500,2.977500,2.877500,2.897500,2.662469,46668800
2012-11-16,2.897500,2.907500,2.787500,2.845000,2.614228,62455200
2012-11-19,2.897500,2.935000,2.862500,2.925000,2.687739,40409200
2012-11-20,2.895000,2.907500,2.842500,2.872500,2.656526,33697600
2012-11-21,2.872500,2.962500,2.870000,2.955000,2.732823,42231200
2012-11-23,2.967500,3.010000,2.952500,2.975000,2.751319,27693200
2012-11-26,2.980000,3.035000,2.975000,3.027500,2.799873,36460000
2012-11-27,3.015000,3.085000,2.990000,3.040000,2.811432,45140400
2012-11-28,3.027500,3.080000,2.990000,3.065000,2.834553,39833200
2012-11-29,3.070000,3.085000,3.000000,3.010000,2.783688,48868800
2012-11-30,3.007500,3.030000,2.975000,2.992500,2.767503,46050400
2012-12-03,3.030000,3.030000,2.930000,2.937500,2.716639,39138000
2012-12-04,2.942500,3.030000,2.925000,3.025000,2.797560,52806800
2012-12-05,3.000000,3.020000,2.947500,2.990000,2.765192,63302400
2012-12-06,2.982500,3.015000,2.972500,2.995000,2.769816,41289600
2012-12-07,2.997500,3.012500,2.955000,2.990000,2.765192,33828800
2012-12-10,2.990000,3.112500,2.982500,3.090000,2.857673,51364400
2012-12-11,3.100000,3.202500,3.092500,3.162500,2.924722,81672400
2012-12-12,3.172500,3.190000,3.117500,3.130000,2.894666,39940400
2012-12-13,3.125000,3.192500,3.102500,3.132500,2.896977,37755600
2012-12-14,3.145000,3.180000,3.122500,3.147500,2.910850,33866000
2012-12-17,3.140000,3.157500,3.087500,3.135000,2.899289,44523200
2012-12-18,3.135000,3.175000,3.125000,3.140000,2.903913,41643600
2012-12-19,3.162500,3.200000,3.150000,3.162500,2.924722,45854400
2012-12-20,3.175000,3.177500,3.125000,3.160000,2.922410,33433200
2012-12-21,3.117500,3.117500,3.052500,3.087500,2.855361,46217200
2012-12-24,3.085000,3.095000,3.052500,3.062500,2.832240,12737600
2012-12-26,3.055000,3.105000,3.047500,3.060000,2.829928,19674000
2012-12-27,3.065000,3.070000,3.005000,3.040000,2.811432,29980400
2012-12-28,3.012500,3.072500,3.007500,3.025000,2.797560,22060000
2012-12-31,3.015000,3.077500,3.007500,3.065000,2.834553,32646000
2013-01-02,3.140000,3.182500,3.127500,3.180000,2.940906,47883600
2013-01-03,3.180000,3.217500,3.145000,3.182500,2.943217,29888800
2013-01-04,3.187500,3.297500,3.177500,3.287500,3.040323,52496800
2013-01-07,3.285000,3.295000,3.170000,3.192500,2.952467,61073200
2013-01-08,3.200000,3.210000,3.100000,3.122500,2.887730,46642400
2013-01-09,3.147500,3.162500,3.032500,3.052500,2.822992,69502000
2013-01-10,3.080000,3.095000,3.040000,3.057500,2.827616,50636800
2013-01-11,3.070000,3.072500,3.022500,3.052500,2.822992,51317200
2013-01-14,3.072500,3.072500,3.015000,3.050000,2.820680,30568400
2013-01-15,3.035000,3.035000,2.977500,2.995000,2.769816,37588800
2013-01-16,2.990000,3.047500,2.990000,3.022500,2.795248,33737600
2013-01-17,3.032500,3.075000,3.025000,3.062500,2.832240,58073600
2013-01-18,3.062500,3.062500,3.005000,3.042500,2.813744,39708800
2013-01-22,3.040000,3.067500,3.012500,3.027500,2.799873,30822400
2013-01-23,3.037500,3.040000,3.000000,3.032500,2.804496,42180800
2013-01-24,3.022500,3.060000,3.007500,3.047500,2.818368,39698000
2013-01-25,3.052500,3.105000,3.037500,3.102500,2.869232,39392000
2013-01-28,3.117500,3.172500,3.110000,3.152500,2.915473,42249200
2013-01-29,3.140000,3.147500,3.072500,3.085000,2.853048,38887200
2013-01-30,3.087500,3.130000,3.070000,3.080000,2.848424,28759200
2013-01-31,3.080000,3.115000,3.045000,3.065000,2.834553,47054400
2013-02-01,3.090000,3.102500,3.065000,3.092500,2.859985,28881600
2013-02-04,3.075000,3.137500,3.037500,3.040000,2.811432,51174400
2013-02-05,3.055000,3.127500,3.045000,3.110000,2.876169,36729600
2013-02-06,3.035000,3.110000,3.017500,3.085000,2.853048,53068800
2013-02-07,3.075000,3.100000,3.042500,3.072500,2.841488,44000000
2013-02-08,3.092500,3.117500,3.072500,3.092500,2.859985,30723200
2013-02-11,3.117500,3.160000,3.087500,3.127500,2.892354,40830800
2013-02-12,3.100000,3.142500,3.095000,3.107500,2.873857,27780400
2013-02-13,3.110000,3.167500,3.082500,3.092500,2.859985,85639600
2013-02-14,3.050000,3.185000,3.012500,3.182500,2.943217,88209600
2013-02-15,3.175000,3.197500,3.112500,3.182500,2.943217,73386000
2013-02-19,3.185000,3.187500,3.120000,3.140000,2.903913,43355200
2013-02-20,3.150000,3.200000,3.085000,3.095000,2.862297,71301200
2013-02-21,3.090000,3.125000,3.065000,3.072500,2.841488,58040800
2013-02-22,3.092500,3.132500,3.075000,3.130000,2.894666,37014800
2013-02-25,3.137500,3.162500,3.070000,3.075000,2.843801,64444400
2013-02-26,3.062500,3.110000,3.052500,3.092500,2.877530,48750400
2013-02-27,3.092500,3.172500,3.085000,3.150000,2.931034,47698000
2013-02-28,3.140000,3.212500,3.127500,3.165000,2.944990,59139200
2013-03-01,3.142500,3.187500,3.115000,3.177500,2.956621,38939600
2013-03-04,3.155000,3.195000,3.130000,3.165000,2.944990,35368000
2013-03-05,3.182500,3.205000,3.167500,3.200000,2.977558,36616800
2013-03-06,3.220000,3.250000,3.182500,3.197500,2.975231,34292800
2013-03-07,3.215000,3.247500,3.172500,3.190000,2.968253,31482400
2013-03-08,3.197500,3.220000,3.182500,3.205000,2.982210,24646400
2013-03-11,3.172500,3.187500,3.147500,3.175000,2.954296,29974800
2013-03-12,3.170000,3.195000,3.140000,3.185000,2.963601,31085600
2013-03-13,3.185000,3.240000,3.155000,3.185000,2.963601,48584000
2013-03-14,3.205000,3.215000,3.167500,3.187500,2.965927,38330400
2013-03-15,3.187500,3.187500,3.147500,3.160000,2.940338,35577600
2013-03-18,3.140000,3.167500,3.115000,3.137500,2.919403,29831200
2013-03-19,3.140000,3.155000,3.095000,3.117500,2.900793,35548000
2013-03-20,3.147500,3.165000,3.120000,3.155000,2.935686,34058800
2013-03-21,3.137500,3.142500,3.100000,3.105000,2.889162,33903200
2013-03-22,3.115000,3.132500,3.102500,3.120000,2.903119,23247600
2013-03-25,3.137500,3.140000,3.080000,3.102500,2.886836,36207600
2013-03-26,3.110000,3.127500,3.097500,3.125000,2.907772,23254000
2013-03-27,3.112500,3.180000,3.105000,3.162500,2.942665,25494400
2013-03-28,3.155000,3.210000,3.132500,3.207500,2.984537,34927600
2013-04-01,3.200000,3.200000,3.080000,3.102500,2.886836,44282800
2013-04-02,3.105000,3.112500,3.050000,3.070000,2.856595,37152400
2013-04-03,3.065000,3.082500,3.010000,3.032500,2.821701,35315600
2013-04-04,3.022500,3.072500,3.012500,3.062500,2.849616,29467600
2013-04-05,3.017500,3.115000,3.010000,3.115000,2.898467,55135200
2013-04-08,3.117500,3.117500,3.050000,3.107500,2.891489,32666000
2013-04-09,3.110000,3.180000,3.087500,3.157500,2.938013,38058400
2013-04-10,3.160000,3.212500,3.152500,3.207500,2.984537,38468800
2013-04-11,3.162500,3.212500,3.075000,3.192500,2.970579,96922000
2013-04-12,3.207500,3.307500,3.180000,3.272500,3.045018,77054800
2013-04-15,3.262500,3.272500,3.185000,3.205000,2.982210,43042000
2013-04-16,3.235000,3.262500,3.217500,3.240000,3.014777,46884400
2013-04-17,3.215000,3.245000,3.177500,3.197500,2.975231,53294800
2013-04-18,3.205000,3.225000,3.135000,3.135000,2.917076,40254800
2013-04-19,3.132500,3.152500,3.092500,3.142500,2.924055,30302800
2013-04-22,3.140000,3.175000,3.115000,3.147500,2.928708,24556800
2013-04-23,3.175000,3.262500,3.170000,3.230000,3.005472,37694800
2013-04-24,3.240000,3.367500,3.237500,3.340000,3.107826,55655600
2013-04-25,3.357500,3.375000,3.327500,3.367500,3.133415,35322400
2013-04-26,3.362500,3.367500,3.335000,3.352500,3.119458,32433200
2013-04-29,3.357500,3.405000,3.342500,3.392500,3.156677,26971200
2013-04-30,3.400000,3.442500,3.377500,3.442500,3.203201,27671200
2013-05-01,3.442500,3.465000,3.400000,3.412500,3.175286,34131600
2013-05-02,3.410000,3.462500,3.390000,3.452500,3.212506,32348000
2013-05-03,3.475000,3.492500,3.455000,3.467500,3.226464,29386400
2013-05-06,3.467500,3.487500,3.437500,3.457500,3.217159,21711600
2013-05-07,3.457500,3.465000,3.380000,3.412500,3.175286,44806800
2013-05-08,3.417500,3.495000,3.405000,3.475000,3.233442,33403200
2013-05-09,3.412500,3.492500,3.407500,3.477500,3.235768,56680000
2013-05-10,3.550000,3.650000,3.550000,3.635000,3.382319,86113600
2013-05-13,3.610000,3.625000,3.545000,3.560000,3.312534,28981200
2013-05-14,3.602500,3.642500,3.567500,3.612500,3.361384,45414000
2013-05-15,3.595000,3.687500,3.595000,3.675000,3.419539,31317200
2013-05-16,3.670000,3.707500,3.645000,3.657500,3.403256,30836800
2013-05-17,3.675000,3.742500,3.647500,3.717500,3.459085,31211600
2013-05-20,3.702500,3.725000,3.690000,3.710000,3.452106,23638000
2013-05-21,3.712500,3.745000,3.670000,3.730000,3.488346,35778400
2013-05-22,3.745000,3.745000,3.585000,3.600000,3.366768,48040400
2013-05-23,3.557500,3.670000,3.547500,3.657500,3.420544,39388400
2013-05-24,3.637500,3.667500,3.595000,3.635000,3.399501,28330400
2013-05-28,3.662500,3.672500,3.597500,3.632500,3.397162,27930000
2013-05-29,3.610000,3.632500,3.595000,3.610000,3.376120,33505200
2013-05-30,3.605000,3.695000,3.595000,3.657500,3.420544,28450400
2013-05-31,3.637500,3.690000,3.617500,3.617500,3.383135,57750800
2013-06-03,3.622500,3.650000,3.537500,3.612500,3.378458,44446800
2013-06-04,3.635000,3.700000,3.595000,3.617500,3.383135,36367600
2013-06-05,3.612500,3.640000,3.530000,3.540000,3.310655,46452000
2013-06-06,3.540000,3.590000,3.537500,3.562500,3.331698,34104400
2013-06-07,3.587500,3.635000,3.572500,3.612500,3.378458,27458400
2013-06-10,3.602500,3.632500,3.582500,3.610000,3.376120,22414800
2013-06-11,3.562500,3.612500,3.542500,3.542500,3.312994,29633600
2013-06-12,3.560000,3.590000,3.492500,3.512500,3.284938,31258800
2013-06-13,3.500000,3.610000,3.497500,3.592500,3.359754,23625600
2013-06-14,3.605000,3.610000,3.562500,3.587500,3.355078,23601200
2013-06-17,3.615000,3.655000,3.595000,3.622500,3.387810,25533600
2013-06-18,3.640000,3.680000,3.570000,3.600000,3.366768,48677200
2013-06-19,3.632500,3.870000,3.620000,3.710000,3.469642,115958800
2013-06-20,3.680000,3.685000,3.585000,3.610000,3.376120,62869600
2013-06-21,3.630000,3.642500,3.545000,3.605000,3.371444,71422800
2013-06-24,3.552500,3.597500,3.477500,3.530000,3.301302,58077200
2013-06-25,3.567500,3.575000,3.517500,3.555000,3.324683,45736000
2013-06-26,3.595000,3.600000,3.520000,3.535000,3.305979,57975200
2013-06-27,3.545000,3.550000,3.465000,3.502500,3.275584,80803600
2013-06-28,3.502500,3.545000,3.457500,3.510000,3.282599,43153600
2013-07-01,3.535000,3.542500,3.502500,3.525000,3.296628,19952400
2013-07-02,3.505000,3.575000,3.490000,3.522500,3.294289,25639200
2013-07-03,3.492500,3.575000,3.492500,3.532500,3.303641,14038800
2013-07-05,3.542500,3.567500,3.520000,3.560000,3.329360,18468400
2013-07-08,3.570000,3.587500,3.522500,3.542500,3.312994,26208400
2013-07-09,3.550000,3.582500,3.540000,3.560000,3.329360,15736400
2013-07-10,3.560000,3.617500,3.550000,3.607500,3.373782,20846800
2013-07-11,3.627500,3.662500,3.620000,3.657500,3.420544,23983200
2013-07-12,3.650000,3.695000,3.637500,3.660000,3.422881,21636000
2013-07-15,3.667500,3.667500,3.595000,3.652500,3.415867,20133200
2013-07-16,3.667500,3.692500,3.650000,3.672500,3.434571,16256000
2013-07-17,3.672500,3.685000,3.642500,3.652500,3.415867,16610000
2013-07-18,3.647500,3.660000,3.590000,3.637500,3.401839,34448800
2013-07-19,3.615000,3.632500,3.522500,3.560000,3.329360,48053200
2013-07-22,3.587500,3.620000,3.542500,3.557500,3.327022,29238400
2013-07-23,3.602500,3.602500,3.535000,3.552500,3.322346,24679200
2013-07-24,3.585000,3.595000,3.547500,3.552500,3.322346,28425200
2013-07-25,3.550000,3.612500,3.525000,3.565000,3.334035,24332000
2013-07-26,3.522500,3.572500,3.522500,3.550000,3.320008,22736000
2013-07-29,3.542500,3.587500,3.532500,3.542500,3.312994,17954000
2013-07-30,3.555000,3.650000,3.552500,3.602500,3.369106,26607600
2013-07-31,3.585000,3.645000,3.582500,3.610000,3.376120,27016000
2013-08-01,3.622500,3.667500,3.580000,3.660000,3.422881,27764800
2013-08-02,3.652500,3.697500,3.627500,3.690000,3.450938,20962800
2013-08-05,3.680000,3.720000,3.660000,3.707500,3.467304,18518800
2013-08-06,3.710000,3.717500,3.645000,3.652500,3.415867,20660800
2013-08-07,3.632500,3.687500,3.630000,3.650000,3.413529,24438000
2013-08-08,3.670000,3.692500,3.627500,3.675000,3.436909,34569600
2013-08-09,3.530000,3.677500,3.527500,3.622500,3.387810,90622400
2013-08-12,3.475000,3.645000,3.277500,3.592500,3.359754,25756800
2013-08-13,3.597500,3.620000,3.575000,3.605000,3.371444,19746800
2013-08-14,3.597500,3.780000,3.595000,3.757500,3.514065,82850800
2013-08-15,3.717500,3.812500,3.702500,3.782500,3.537445,72361600
2013-08-16,3.775000,3.850000,3.767500,3.797500,3.551473,66045600
2013-08-19,3.775000,3.787500,3.735000,3.737500,3.495360,39343200
2013-08-20,3.717500,3.762500,3.712500,3.737500,3.512984,23419200
2013-08-21,3.715000,3.762500,3.705000,3.720000,3.496535,26154000
2013-08-22,3.717500,3.775000,3.717500,3.740000,3.515333,12901600
2013-08-23,3.745000,3.775000,3.732500,3.740000,3.515333,24512000
2013-08-26,3.742500,3.757500,3.732500,3.747500,3.522383,30015200
2013-08-27,3.712500,3.737500,3.687500,3.700000,3.477737,27746400
2013-08-28,3.707500,3.735000,3.685000,3.700000,3.477737,31882400
2013-08-29,3.687500,3.727500,3.677500,3.692500,3.470687,27621600
2013-08-30,3.695000,3.705000,3.670000,3.687500,3.465987,37812000
2013-09-03,3.697500,3.742500,3.667500,3.690000,3.468338,28468000
2013-09-04,3.690000,3.747500,3.685000,3.725000,3.501234,22208000
2013-09-05,3.710000,3.750000,3.707500,3.735000,3.510634,17490400
2013-09-06,3.737500,3.757500,3.692500,3.720000,3.496535,22675600
2013-09-09,3.750000,3.782500,3.740000,3.782500,3.555281,24640800
2013-09-10,3.810000,3.865000,3.792500,3.862500,3.630475,29213200
2013-09-11,3.857500,3.937500,3.830000,3.927500,3.691571,39616400
2013-09-12,3.907500,3.975000,3.907500,3.925000,3.689220,30380800
2013-09-13,3.937500,3.967500,3.910000,3.950000,3.712718,15969600
2013-09-16,3.982500,4.010000,3.937500,3.952500,3.715069,23141200
2013-09-17,3.967500,3.997500,3.950000,3.965000,3.726817,16860800
2013-09-18,3.967500,4.010000,3.947500,4.000000,3.759715,26816800
2013-09-19,4.017500,4.025000,3.965000,3.982500,3.743266,22757200
2013-09-20,3.992500,4.017500,3.940000,3.947500,3.710369,35603600
2013-09-23,3.945000,3.977500,3.887500,3.910000,3.675122,27124400
2013-09-24,3.912500,3.940000,3.890000,3.925000,3.689220,22973200
2013-09-25,3.917500,3.960000,3.900000,3.930000,3.693920,23315600
2013-09-26,3.940000,3.947500,3.895000,3.917500,3.682171,14881600
2013-09-27,3.887500,3.920000,3.872500,3.895000,3.661022,15192000
2013-09-30,3.855000,3.917500,3.832500,3.890000,3.656323,22664000
2013-10-01,3.895000,3.912500,3.865000,3.887500,3.653973,22697600
2013-10-02,3.847500,3.900000,3.847500,3.885000,3.651623,16203600
2013-10-03,3.887500,3.922500,3.827500,3.845000,3.614026,43676800
2013-10-04,3.840000,3.930000,3.830000,3.897500,3.663373,24622800
2013-10-07,3.882500,3.925000,3.862500,3.897500,3.663373,16995200
2013-10-08,3.887500,3.942500,3.835000,3.865000,3.632825,29071200
2013-10-09,3.890000,3.892500,3.785000,3.805000,3.576429,27586000
2013-10-10,3.832500,3.857500,3.805000,3.847500,3.616376,22348400
2013-10-11,3.787500,3.835000,3.775000,3.815000,3.585829,21370400
2013-10-14,3.805000,3.872500,3.805000,3.872500,3.639874,16662800
2013-10-15,3.872500,3.895000,3.850000,3.852500,3.621075,20882000
2013-10-16,3.875000,3.915000,3.870000,3.900000,3.665723,21007200
2013-10-17,3.870000,3.917500,3.870000,3.907500,3.672771,21332400
2013-10-18,3.900000,3.965000,3.885000,3.952500,3.715069,25506800
2013-10-21,4.000000,4.002500,3.950000,3.962500,3.724468,19500800
2013-10-22,3.962500,3.965000,3.907500,3.942500,3.705669,17945200
2013-10-23,3.935000,3.935000,3.862500,3.875000,3.642224,25221600
2013-10-24,3.885000,3.910000,3.840000,3.847500,3.616376,23643600
2013-10-25,3.867500,3.870000,3.797500,3.810000,3.581129,33049200
2013-10-28,3.805000,3.822500,3.750000,3.802500,3.574080,39402400
2013-10-29,3.797500,3.815000,3.762500,3.807500,3.578779,38795200
2013-10-30,3.820000,3.837500,3.772500,3.805000,3.576429,20403200
2013-10-31,3.810000,3.837500,3.790000,3.797500,3.569380,29336800
2013-11-01,3.817500,3.832500,3.787500,3.815000,3.585829,20613600
2013-11-04,3.827500,3.827500,3.697500,3.705000,3.482436,41026400
2013-11-05,3.682500,3.717500,3.642500,3.700000,3.477737,42236800
2013-11-06,3.700000,3.727500,3.662500,3.725000,3.501234,19804400
2013-11-07,3.712500,3.722500,3.630000,3.637500,3.418991,55307600
2013-11-08,3.750000,3.902500,3.735000,3.890000,3.656323,73453200
2013-11-11,3.875000,3.932500,3.867500,3.922500,3.686871,29762400
2013-11-12,3.940000,3.962500,3.885000,3.930000,3.693920,31603200
2013-11-13,3.920000,4.037500,3.912500,4.037500,3.794962,33279200
2013-11-14,4.025000,4.080000,4.022500,4.055000,3.811411,30798000
2013-11-15,4.070000,4.075000,4.002500,4.042500,3.799662,45033200
2013-11-18,3.955000,3.990000,3.935000,3.945000,3.708019,31694800
2013-11-19,3.905000,3.940000,3.855000,3.860000,3.647775,20671600
2013-11-20,3.862500,3.872500,3.795000,3.802500,3.593435,20477600
2013-11-21,3.807500,3.840000,3.790000,3.832500,3.621786,21356800
2013-11-22,3.837500,3.837500,3.787500,3.795000,3.586348,15866800
2013-11-25,3.795000,3.882500,3.795000,3.877500,3.664311,24820800
2013-11-26,3.920000,3.952500,3.895000,3.910000,3.695024,75317600
2013-11-27,3.907500,3.937500,3.882500,3.925000,3.709200,18127200
2013-11-29,3.925000,3.935000,3.875000,3.900000,3.685576,11696400
2013-12-02,3.885000,3.965000,3.877500,3.937500,3.721013,37387200
2013-12-03,3.937500,3.990000,3.910000,3.935000,3.718651,29056000
2013-12-04,3.925000,3.997500,3.915000,3.990000,3.770626,49317600
2013-12-05,3.997500,3.997500,3.920000,3.925000,3.709200,27181200
2013-12-06,3.972500,3.972500,3.857500,3.867500,3.654862,28100000
2013-12-09,3.867500,3.880000,3.795000,3.802500,3.593435,38522000
2013-12-10,3.802500,3.907500,3.797500,3.890000,3.676125,52426800
2013-12-11,3.897500,3.902500,3.845000,3.852500,3.640687,41415600
2013-12-12,3.840000,3.860000,3.770000,3.777500,3.569810,25872400
2013-12-13,3.785000,3.812500,3.750000,3.755000,3.548548,18458800
2013-12-16,3.757500,3.792500,3.755000,3.760000,3.553272,23762000
2013-12-17,3.757500,3.787500,3.725000,3.777500,3.569810,27410400
2013-12-18,3.785000,3.837500,3.737500,3.830000,3.619423,42623200
2013-12-19,3.825000,3.850000,3.800000,3.845000,3.633599,25854400
2013-12-20,3.852500,3.925000,3.842500,3.922500,3.706838,38208000
2013-12-23,3.945000,3.977500,3.912500,3.945000,3.728101,16856800
2013-12-24,3.967500,3.967500,3.915000,3.955000,3.737551,7960000
2013-12-26,3.970000,3.982500,3.907500,3.917500,3.702113,16892000
2013-12-27,3.937500,3.947500,3.915000,3.940000,3.723376,21097600
2013-12-30,3.942500,3.995000,3.937500,3.992500,3.772989,24818000
2013-12-31,4.000000,4.025000,3.975000,4.005000,3.784801,23577600
2014-01-02,3.980000,3.995000,3.930000,3.965000,3.747001,26009200
2014-01-03,3.972500,3.980000,3.905000,3.917500,3.702113,25933200
2014-01-06,3.957500,4.000000,3.920000,3.970000,3.751726,40949200
2014-01-07,4.010000,4.050000,3.982500,4.035000,3.813152,33328800
2014-01-08,4.050000,4.110000,4.035000,4.090000,3.865128,30819200
2014-01-09,4.027500,4.035000,3.925000,3.937500,3.721013,29217200
2014-01-10,3.950000,3.977500,3.897500,3.932500,3.716288,21849200
2014-01-13,3.932500,3.957500,3.832500,3.840000,3.628874,24333200
2014-01-14,3.860000,3.967500,3.842500,3.960000,3.742276,24182800
2014-01-15,3.977500,4.017500,3.960000,4.002500,3.782440,17504400
2014-01-16,4.002500,4.022500,3.985000,4.015000,3.794252,22065200
2014-01-17,4.015000,4.062500,3.972500,3.997500,3.777714,34040000
2014-01-21,4.002500,4.037500,3.970000,4.012500,3.791889,24607600
2014-01-22,4.020000,4.025000,3.960000,4.007500,3.787164,33794000
2014-01-23,3.995000,4.037500,3.962500,3.992500,3.772989,18502800
2014-01-24,3.960000,3.975000,3.890000,3.890000,3.676125,24669600
2014-01-27,3.890000,3.945000,3.842500,3.865000,3.652499,23381200
2014-01-28,3.857500,3.905000,3.842500,3.902500,3.687937,16799600
2014-01-29,3.887500,3.910000,3.862500,3.865000,3.652499,16294400
2014-01-30,3.887500,3.937500,3.875000,3.930000,3.713926,20289600
2014-01-31,3.875000,3.947500,3.872500,3.925000,3.709200,33534800
